id,name,level,element,map,drops,hp
164,Baby Finstern,154,Dark,Dark Dragon Shrine: Upper,"Shining Tail, Baby Fang, Dark Dragon Shrine Stone, Critical Rate +5",17500
165,Baby Finstern,153,Dark,Dark Dragon Shrine: Middle,"Shining Tail, Baby Fang, Dark Dragon Shrine Stone, Critical Rate +5",17500
166,Baby Salamander,100,Fire,Blazing Graben: Lower,"Scorching Orange, Ignis Horns, Heated Sword Fin, Dragon Nail",12000
167,Baby Salamander,97,Fire,Blazing Graben: Upper,"Scorching Orange, Ignis Horns, Heated Sword Fin, Dragon Nail",11000
168,Baby Salamander,97,Fire,Blazing Graben: Surface,"Scorching Orange, Ignis Horns, Heated Sword Fin, Dragon Nail",Unknown
169,Bafficat,232,Water,Subma Cave,"Gradation Scarf, Exoskeleton Tail, Thick Claw, Sensitive Whisker",Unknown
170,Baloot,157,Wind,Dikkit Sector,"Dikkit Sector, Birb Rectrix, Cracked Eggshell, Dodge+12",10000
171,Bangrudom (Choco),260,Earth,El Scaro: Back Alley,"Circular Plate, Thin Snout, Coral Rock, Bangrudom",14400000
172,Bangrudom (Cocoa),230,Earth,El Scaro: Back Alley,Bangrudom,8880000
173,Bangrudom (Coffee),290,Earth,El Scaro: Back Alley,"Antique Helmet, Side Ponytail, Antique Mail, Abyssal Kelp, Thin Snout, Coral Rock, Sharp Caudal Fin, Circular Plate, Broker's Insignia, Seahorse Bangle, Bangrudom",26600000
174,Bangrudom (Plain),200,Earth,El Scaro: Back Alley,Bangrudom,5000000
175,Baphomela,150,Water,Navida City: Central Square,"Frozen Treasure Box, Devil Hood, Baphomela's Scary Claw, Baphomela's Soul, Baphomela's Horn, Baphomela",3585000
176,Baphomela,140,Water,Navida City: Central Square,"Frozen Treasure Box, Devil Hood, Baphomela's Scary Claw, Baphomela's Soul, Baphomela's Horn, Baphomela",1434000
177,Baphomela,130,Water,Navida City: Central Square,"Frozen Treasure Box, Devil Hood, Baphomela's Scary Claw, Baphomela's Soul, Baphomela's Horn, Baphomela",717000
178,Baphomela,120,Water,Navida City: Central Square,"Frozen Treasure Box, Devil Hood, Baphomela's Scary Claw, Baphomela's Soul, Baphomela's Horn, Baphomela",71700
179,Baphomela,170,Water,Navida City: Central Square,"Frozen Treasure Box, Devil Hood, Baphomela's Scary Claw, Baphomela's Soul, Baphomela's Horn, Baphomela",7170000
180,Basalt,49,Earth,Fabizo Boundary,"Dusky Ore, Sparkling Dragon Eye, Tough Dragon Skin, HP+200",5600
181,Bayaga,184,Wind,Witch's Woods Area 1,"Yummy Pickles, Artificial Nails, Floating Stump, Presbyopia Lens",25700
182,Bayaga,186,Wind,Witch's Woods Area 3,"Yummy Pickles, Artificial Nails, Floating Stump, Presbyopia Lens",25700
183,Bayaga,185,Wind,Witch's Woods Area 2,"Yummy Pickles, Artificial Nails, Floating Stump, Presbyopia Lens",25700
184,Beak,19,Wind,Ruined Temple: Area 1,"Chicken Meat, Feather, Bird Wing, Thick Beak, STR+1, Aobato",550
185,Beak,18,Wind,Ruined Temple: Area 1,"Chicken Meat, Feather, Thick Beak, Bird Wing, STR+1, Aobato",515
186,Beak,12,Wind,Ruined Temple Town,"Chicken Meat, Feather, Thick Beak, Bird Wing, STR+1, Aobato",165
187,Beak,11,Wind,Ruined Temple Town,"Chicken Meat, Feather, Thick Beak, Bird Wing, STR+1, Aobato",160
188,Beak,33,Wind,Scaro Town: Area 2,"Chicken Meat, Hunter's Arrow, Thick Beak, Hard Fur, Dodge+4",1200
189,Beak,32,Wind,Scaro Town: Area 1,"Chicken Meat, Hunter's Arrow, Thick Beak, Hard Fur, Dodge+4",1200
190,Bemoz,300,Earth,Deusania's Lab Innermost Chambers,"Sweets Box, Ectopiezm, Medical Messer, Broken Huge Syringe, Patched Artificial Skin, Orichalcum Ore, Remnant of Beyond",100000000
191,Bemoz,275,Earth,Deusania's Lab Innermost Chambers,"Sweets Box, Lightning Sword, Lightning Machete, Patched Artificial Skin, Mithril Ore, Raiden, Bemoz",30000000
192,Bemoz,250,Earth,Deusania's Lab Innermost Chambers,"Sweets Box, Lightning Sword, Lightning Machete, Patched Artificial Skin, Damascus Ore, Raiden, Bemoz",20000000
193,Bemoz,225,Earth,Deusania's Lab Innermost Chambers,"Sweets Box, Lightning Sword, Lightning Machete, Patched Artificial Skin, Hematite, Raiden, Bemoz",8800000
194,Berry Pomum,38,Earth,Harde Hill,"Poisonous-looking Nut, Pomum Hard Leaf, Spider Silk, Aromatic Bangle",Unknown
195,Berry Pomum,40,Earth,Harde Hill,"Poisonous-looking Nut, Pomum Hard Leaf, Spider Silk, Aromatic Bangle",Unknown
196,Berylfree,133,Water,Barbaros Corridor,"Strange Liquid, Torn Tentacle, Green Crystal Fragment, VIT+5",8000
197,Bestinos,202,Earth,Mt. Sakuraten,"Sakuramochi, Flower Nectar, Yellow Apple, Sakura Warrior Emblem",Unknown
198,Bestion,98,Earth,Blazing Graben: Surface,"Scorching Grass, High Heat Tail, Charcoal, Sage Staff",Unknown
199,Besy,184,Dark,Arche Valley: Area 3,"Sealing Talisman, Skull Mask Fragment, Metal Shackles, Sealing Talisman Piece",26500
200,Besy,183,Dark,Arche Valley: Area 2,"Sealing Talisman, Skull Mask Fragment, Metal Shackles, Sealing Talisman Piece",26500
201,Besy,182,Dark,Arche Valley: Area 1,"Sealing Talisman, Metal Shackles, Sealing Talisman Piece, Skull Mask Fragment",26500
202,Bexiz,93,Neutral,Cradle of Soldier: Deepest Part,"Bexiz Bowgun, Bexiz Stone Shell, Bexiz Magic Cannon, Broken Floating Stone, Magic Energy Core, Bexiz Staff",64500
203,Bexiz,103,Neutral,Cradle of Soldier: Deepest Part,"Bexiz Bowgun, Bexiz Stone Shell, Bexiz Magic Cannon, Broken Floating Stone, Magic Energy Core, Bexiz Staff, Bexiz",645000
204,Bexiz,215,Neutral,Anniversary Arena: 6th Venue,-,4000000
205,Bexiz,143,Neutral,Cradle of Soldier: Deepest Part,"Bexiz Bowgun, Bexiz Stone Shell, Bexiz Magic Cannon, Broken Floating Stone, Magic Energy Core, Bexiz Staff, Bexiz",6450000
206,Bexiz,123,Neutral,Cradle of Soldier: Deepest Part,"Bexiz Bowgun, Bexiz Stone Shell, Bexiz Magic Cannon, Broken Floating Stone, Magic Energy Core, Bexiz Staff, Bexiz",3325000
207,Bexiz,113,Neutral,Cradle of Soldier: Deepest Part,"Bexiz Bowgun, Bexiz Stone Shell, Bexiz Magic Cannon, Broken Floating Stone, Magic Energy Core, Bexiz Staff, Bexiz",1290000
208,Bexiz (Megiston 2017),140,Neutral,Event,"Bexiz Bowgun, Bexiz Staff, Bexiz",740000
209,Big Coryn,60,Light,Douce Hamlet,"Apple, Magic Hammer, Flower Headband, Adventurer's Garb, Young Branch, Plant Skin, Big Coryn",Unknown
210,Big Mask,70,Wind,Haotas Ravine,"Stier, Strong Vine, Ravine Dew, Steel Seed Coat",Unknown
211,Billy,24,Earth,Yorl Highlands,"Leather Cap, Goat Skin, Twisted Horn, High Quality Horn",650
212,Billy,139,Earth,Garden of Ice & Snow,"Thick White Fur, Black Deer Antlers, Frozen Fir Tree, STR+5",9000
213,Billy,136,Earth,Garden of Ice & Snow,"Thick White Fur, Black Deer Antlers, Frozen Fir Tree, STR+5",9000
214,Bio Launcher,120,Fire,Brahe Laboratory: 2nd Building,"Warped Venom Bomb, Warped Nut, Orichalcum Ore, Accuracy+10",12000
215,Bio Launcher,117,Fire,Brahe Laboratory: 1st Building,"Warped Venom Bomb, Warped Nut, Orichalcum Ore, Accuracy+10",12000
216,Biped Frog,142,Water,Wazeero Street,"Frog Meat, Pirate Bandana, Flabby Belly Skin, Blue Fortune",8500
217,Birdieman,207,Wind,Nebula Plain,"Tanuki Hat, Red & White Feather, Carved Wood Ornament, Broken Boomerang",20000
218,Birdieman,204,Wind,Nebula Plain,"Tanuki Hat, Red & White Feather, Carved Wood Ornament, Broken Boomerang",19400
219,Biskyva,303,Water,Aquastida Central,"Abyssal Greatsword, Biskyva Spine, Biskyva Horn, Corroded Green Crystal, Biskyva Web, Abyssal Katana, Biskyva",46960000
220,Biskyva,293,Water,Aquastida Central,"Abyssal Greatsword, Biskyva Spine, Biskyva Horn, Corroded Green Crystal, Biskyva Web, Abyssal Katana, Biskyva",18784000
221,Biskyva,283,Water,Aquastida Central,"Abyssal Greatsword, Biskyva Spine, Biskyva Horn, Corroded Green Crystal, Biskyva Web, Abyssal Katana, Biskyva",9392000
222,Biskyva,273,Water,Aquastida Central,"Abyssal Greatsword, Biskyva Spine, Biskyva Horn, Corroded Green Crystal, Biskyva Web, Abyssal Katana, Biskyva",939200
223,Biskyva,323,Water,Aquastida Central,"Abyssal Greatsword, Biskyva Spine, Biskyva Horn, Corroded Green Crystal, Biskyva Web, Abyssal Katana, Biskyva",93920000
224,Bitum,210,Fire,Mt. Vulcani: Area 3,"Clement Headband, Burnt-Out Pebble, Ardent Eye, Fine Coal",36600
225,Bitum,209,Fire,Mt. Vulcani: Area 2,"Clement Headband, Burnt-Out Pebble, Ardent Eye, Fine Coal",36600
226,Bitum,208,Fire,Mt. Vulcani: Area 1,"Clement Headband, Burnt-Out Pebble, Ardent Eye, Fine Coal",36600
227,Black Jelly,47,Dark,Ancient Empress Tomb: Area 1,"Black Gelatin, Ribbon, Black Liquid Ink, High-Purity Oil",Unknown
228,Black Knight of Delusion,78,Dark,Abyss of No Return: Deepest Area,"Black Sword of Delusion, Adventurer's Garb, Magic Sword Fragment, Evil Energy of Delusion, Fractured Magic Armor, Ominous Crystal, Black Shield of Delusion",54000
229,Black Knight of Delusion,88,Dark,Abyss of No Return: Deepest Area,"Black Sword of Delusion, Adventurer's Garb, Magic Sword Fragment, Evil Energy of Delusion, Fractured Magic Armor, Ominous Crystal, Black Shield of Delusion, Black Knight of Delusion",540000
230,Black Knight of Delusion,128,Dark,Abyss of No Return: Deepest Area,"Black Sword of Delusion, Adventurer's Garb, Magic Sword Fragment, Evil Energy of Delusion, Fractured Magic Armor, Ominous Crystal, Black Shield of Delusion, Black Knight of Delusion",5400000
231,Black Knight of Delusion,108,Dark,Abyss of No Return: Deepest Area,"Black Sword of Delusion, Adventurer's Garb, Magic Sword Fragment, Evil Energy of Delusion, Fractured Magic Armor, Ominous Crystal, Black Shield of Delusion, Black Knight of Delusion",2700000
232,Black Knight of Delusion,98,Dark,Abyss of No Return: Deepest Area,"Black Sword of Delusion, Adventurer's Garb, Magic Sword Fragment, Evil Energy of Delusion, Fractured Magic Armor, Ominous Crystal, Black Shield of Delusion, Black Knight of Delusion",1080000
233,Black Shadow,209,Dark,Rokoko City Ruins,"Black Shadow Crossbow, Black Shadow Cape Fragment, Black Shadow Crystal, Scary Black Shadow Face, Black Shadow Talon, Black Shadow Nodachi, Black Shadow",5560000
234,Black Shadow,199,Dark,Rokoko City Ruins,"Black Shadow Crossbow, Black Shadow Cape Fragment, Black Shadow Crystal, Scary Black Shadow Face, Black Shadow Talon, Black Shadow Nodachi, Black Shadow",2780000
235,Black Shadow,189,Dark,Rokoko City Ruins,"Black Shadow Crossbow, Scary Black Shadow Face, Black Shadow Talon, Black Shadow Cape Fragment, Black Shadow Crystal, Black Shadow Nodachi",278000
236,Black Shadow,239,Dark,Rokoko City Ruins,"Black Shadow Crossbow, Black Shadow Cape Fragment, Black Shadow Crystal, Scary Black Shadow Face, Black Shadow Talon, Black Shadow Nodachi, Black Shadow",27800000
237,Black Shadow,219,Dark,Rokoko City Ruins,"Black Shadow Crossbow, Black Shadow Cape Fragment, Black Shadow Crystal, Scary Black Shadow Face, Black Shadow Talon, Black Shadow Nodachi, Black Shadow",13900000
238,Black Shadow (Megiston 2021),210,Light,Event,"Black Shadow Crossbow, Black Shadow Talon, Black Shadow Nodachi, Black Shadow",1000000
239,Black Velly (Easy),190,Water,Illuminare City: Central Square,"Iced Vita Plus, Revita V, Holy Night Muffler, Holy Night Scarf, Hematite, Black Velly",5100000
240,Black Velly (Hard),230,Water,Illuminare City: Central Square,"Revita VII, Iced Vita Plus, Holy Night Muffler, Holy Night Scarf, Mithril Ore, Black Velly",8000000
241,Black Velly (Normal),210,Water,Illuminare City: Central Square,"Revita VI, Iced Vita Plus, Holy Night Muffler, Holy Night Scarf, Damascus Ore, Black Velly",6450000
242,Black Velly (Very Hard),250,Water,Illuminare City: Central Square,"Revita VIII, Iced Vita Plus, Holy Night Rifle, Orichalcum Ore, Xmas Princess in Black, Holy Night Halberd",9500000
243,Bladefish,171,Water,Recetacula Sector: Area 3,"Fish Bone Cracker, Holy Sword, Chipped Blade Fin, Sharp Twisted Horns",25000
244,Bladefish,169,Water,Recetacula Sector: Area 2,"Fish Bone Cracker, Holy Sword, Chipped Blade Fin, Sharp Twisted Horns",25000
245,Blancanine the White Fang (Megiston 2019),195,Light,Event,"Blancanine Ears, Blancanine Armor, Blancanine the White Fang",4150000
246,Blaze Ant,99,Fire,Blazing Graben: Lower,"Einklang, Hot Fang, Burning Tentacle, Layered Magic System, Kuro Momiji",7000
247,Blaze Ant,99,Fire,Blazing Graben: Upper,"Einklang, Hot Fang, Burning Tentacle, Layered Magic System, Kuro Momiji",7000
248,Blazingur,245,Fire,Divido Valley: Area 3,"Fire Bandana, Red Claw, Bloody Stone, Blazing Mane, Blazingur",Unknown
249,Blood Draining Jelly,81,Fire,Plastida: Area 2,"Mermaid Ears, Paralyzing Powder, Blood-Draining Tentacle, Pulsing Skin",Unknown
250,Blood Draining Jelly,79,Fire,Plastida: Area 1,"Mermaid Ears, Paralyzing Powder, Blood-Draining Tentacle, Pulsing Skin",Unknown
251,Bloodie Crystal,207,Dark,Avant Plastida: Area 1,"Blood Red Gemstone, Perilous Essence, Blood Crystal, Blood Smeared Crystal",Unknown
252,Blue Jelly (big),8,Water,Debakcy Channel: B1,"Blue Gelatin, Resilient Jelly, Ribbon, Sticky Liquid",460
253,Blue Jelly (big),7,Water,Underground Channel,"Blue Gelatin, Resilient Jelly, Ribbon, Sticky Liquid",410
254,Blue Jelly (big),10,Water,Debacky Channel,"Blue Gelatin, Resilient Jelly, Ribbon, Sticky Liquid",1060
255,Blue Jelly (big),8,Water,Debakcy Channel: B2,"Blue Gelatin, Resilient Jelly, Ribbon, Sticky Liquid",460
256,Blue Jelly (small),8,Water,Debacky Channel,"Blue Gelatin, Resilient Jelly, Sticky Liquid",460
257,Blue Jelly (small),5,Water,Underground Channel,"Blue Gelatin, Resilient Jelly, Sticky Liquid",385
258,Bo Peep,185,Wind,Country Road,"Beautiful Wool, Sheep Crystal, Twisted Thick Horn, Road Sheep Talisman",15000
259,Bo Peep,187,Wind,Country Road,"Beautiful Wool, Sheep Crystal, Twisted Thick Horn, Road Sheep Talisman",15000
260,Boar,27,Earth,Nisel Mountain: Near The Top,"Warrior Mail, Animal Skin, Sturdy Fur, Big Mane, Critical Rate+1",1100
261,Boar,26,Earth,Nisel Mountain: Mountainside,"Warrior Mail, Animal Skin, Sturdy Fur, Big Mane, Critical Rate+1",1000
262,Boar,25,Earth,Nisel Mountain,"Warrior Mail, Animal Skin, Sturdy Fur, Big Mane, Critical Rate+1",900
263,Boarlet,181,Earth,Noisy Woodland,"Picnic Bag, Soft Boar Fur, Boar Meat, Sweet-Scented Flower",13200
264,Boarlet,178,Earth,Noisy Woodland,"Picnic Bag, Soft Boar Fur, Boar Meat, Sweet-Scented Flower",13200
265,Boma Owl,219,Wind,Boma Konda: Entrance,"Gorgeous Plumicorn, Jagged Feather, Owl's Pupil, Aeria Shield",18250
266,Bombermeow,151,Fire,Fabriska Sector,"Burnt Nozzle, Good Heavy Oil, Broken Flame Arrester, Scorching Talisman",11000
267,Bombermeow,149,Fire,Fabriska Sector,"Burnt Nozzle, Good Heavy Oil, Broken Flame Arrester, Scorching Talisman",11000
268,Bombor,208,Earth,Nebula Plain,"Swirling Tail, Joyful Rhythm, Stump, Stump Drum",22000
269,Bombor,205,Earth,Nebula Plain,"Swirling Tail, Joyful Rhythm, Stump, Stump Drum",21400
270,Bone Dragonewt,46,Dark,Ancient Empress Tomb: Area 2,"Ancient Empress's Tomb, Knight Helmet, Dark Gray Metal Plate, Dragon Bone, Tatetsuba",Unknown
271,Bone Dragonewt,46,Dark,Ancient Empress Tomb: Area 1,"Ancient Empress's Tomb, Knight Helmet, Dark Gray Metal Plate, Dragon Bone, Tatetsuba",Unknown
272,Bone Dragonewt,45,Dark,Ancient Empress Tomb: Area 1,"Ancient Empress's Tomb, Knight Helmet, Dark Gray Metal Plate, Dragon Bone, Tatetsuba",Unknown
273,Bone Dragonewt,48,Dark,Ancient Empress Tomb: Area 3,"Ancient Empress's Tomb, Knight Helmet, Dark Gray Metal Plate, Dragon Bone",Unknown
274,Bonivio (New Year Event 2021),30,Light,Event,-,40000
275,Bonivio (New Year Event 2021),10,Light,Event,"Ox Tongue Bento, Zodiac Ox Box, Bovinio",40000
276,Booboo,192,Wind,Flumen Plains,"Wooden Wing, Wisdom Charm, Flumen Wood, Accuracy+14",13000
277,Booboo,189,Wind,Flumen Plains,"Wooden Wing, Wisdom Charm, Flumen Wood, Accuracy+14",13000
278,Boon,172,Dark,Rokoko City Ruins,"Corroded Insect Wings, Ancient Scroll, Rokoko Stone, CSPD+120",11670
279,Boon,175,Dark,Rokoko City Ruins,"Corroded Insect Wings, Ancient Scroll, Rokoko Stone, CSPD+120",Unknown
280,Borior,255,Earth,Eumano Village Ruins: Area 3,"Crushed Tree Bark, Excellent Firewood, Uneven Wood, Orbital Mystic Spheres",0
281,Borior,254,Earth,Eumano Village Ruins: Area 2,"Crushed Tree Bark, Excellent Firewood, Uneven Wood, Orbital Mystic Spheres",0
282,Borior,253,Earth,Eumano Village Ruins: Area 1,"Crushed Tree Bark, Excellent Firewood, Uneven Wood, Orbital Mystic Spheres",0
283,Boss Colon,30,Earth,Land Under Development,"Sofya City, Colon Met, Boss Colon Skin, Colon Leaf, Boss Colon",5000
284,Boss Colon,20,Earth,Land Under Development,"Sofya City, Colon Met, Boss Colon Skin, Colon Leaf, Boss Colon",2000
285,Boss Colon,4,Earth,Land Under Development,"Sofya City, Colon Met, Boss Colon Skin, Colon Leaf",100
286,Boss Colon,50,Earth,Land Under Development,"Sofya City, Colon Met, Boss Colon Skin, Colon Leaf, Boss Colon",10000
287,Boss Goblin,80,Fire,Ribisco Cave: Deepest Part,"Boss Gob Sword, Broken Boss Gob Sword, Goblin Medal, Fairy Nose, Ribisco Crystal, Boss Goblin",267580
288,Boss Goblin,60,Fire,Ribisco Cave: Deepest Part,"Boss Gob Sword, Broken Boss Gob Sword, Goblin Medal, Fairy Nose, Ribisco Crystal, Boss Goblin",133790
289,Boss Goblin,50,Fire,Ribisco Cave: Deepest Part,"Boss Gob Sword, Broken Boss Gob Sword, Goblin Medal, Fairy Nose, Ribisco Crystal, Boss Goblin",53516
290,Boss Goblin,30,Fire,Ribisco Cave: Deepest Part,"Boss Gob Sword, Broken Boss Gob Sword, Goblin Medal, Fairy Nose, Ribisco Crystal",2675
291,Boss Goblin,40,Fire,Ribisco Cave: Deepest Part,"Boss Gob Sword, Broken Boss Gob Sword, Goblin Medal, Fairy Nose, Ribisco Crystal, Boss Goblin",26758
292,Boss Goblin (Megiston 2016),80,Fire,Event,"Boss Gob Sword, Boss Goblin",54000
293,Boss Roga,102,Neutral,Saham Underground Cave - Deepest Part,"Killer Coat, Boss Roga's Belt, Ore from Another World, Broken Huge Mace, Mace of Destruction, Boss Roga",2500000
294,Boss Roga,82,Neutral,Saham Underground Cave - Deepest Part,"Killer Coat, Boss Roga's Belt, Ore from Another World, Broken Huge Mace, Mace of Destruction, Boss Roga",1250000
295,Boss Roga,72,Neutral,Saham Underground Cave - Deepest Part,"Killer Coat, Boss Roga's Belt, Ore from Another World, Broken Huge Mace, Mace of Destruction, Boss Roga",500000
296,Boss Roga,52,Neutral,Saham Underground Cave - Deepest Part,"Killer Coat, Boss Roga's Belt, Ore from Another World, Broken Huge Mace, Mace of Destruction",25000
297,Boss Roga,62,Neutral,Saham Underground Cave - Deepest Part,"Killer Coat, Boss Roga's Belt, Ore from Another World, Broken Huge Mace, Mace of Destruction, Boss Roga",250000
298,Boulderock,226,Earth,Propulsion System Zone: Accelerator,"Thermal Fists, Hard Beard, Mossy Spiked Ridge, Old Rock",51811
299,Boulderock,224,Earth,Propulsion System Zone: Power Converter,"Thermal Fists, Hard Beard, Mossy Spiked Ridge, Old Rock",50906
300,Brakz,257,Earth,Umidus Valley: Area 1,"Erde Sword, Shadow Fur, Thick Stinger Tail, Umidus Stone",61300
301,Brakz,258,Earth,Umidus Valley: Cliff Path,"Erde Sword, Umidus Stone, Shadow Fur, Thick Stinger Tail",62200
302,Brakz,258,Earth,Umidus Valley: Area 2,"Erde Sword, Umidus Stone, Shadow Fur, Thick Stinger Tail",61800
303,Brass Dragon Reguita,270,Neutral,Boma Konda: Village Center,"Agradable, Broken Accessory Chip, Brass Dragon Trumpet Horn, Brass Dragon Sharp Fang, Brass Dragon Tail, Brass Dragon Sword, Brass Dragon Reguita",35000000
304,Brass Dragon Reguita,260,Neutral,Boma Konda: Village Center,"Agradable, Brass Dragon Sharp Fang, Brass Dragon Tail, Broken Accessory Chip, Brass Dragon Trumpet Horn, Brass Dragon Sword, Brass Dragon Reguita",14000000
305,Brass Dragon Reguita,250,Neutral,Boma Konda: Village Center,"Agradable, Brass Dragon Sharp Fang, Brass Dragon Tail, Broken Accessory Chip, Brass Dragon Trumpet Horn, Brass Dragon Sword, Brass Dragon Reguita",7000000
306,Brass Dragon Reguita,240,Neutral,Boma Konda: Village Center,"Agradable, Brass Dragon Sharp Fang, Broken Accessory Chip, Brass Dragon Trumpet Horn, Brass Dragon Tail, Brass Dragon Sword",700000
307,Brass Dragon Reguita,290,Neutral,Boma Konda: Village Center,"Agradable, Brass Dragon Sharp Fang, Brass Dragon Tail, Broken Accessory Chip, Brass Dragon Trumpet Horn, Brass Dragon Sword, Brass Dragon Reguita",70000000
308,Brasso,220,Earth,Operation Zone: Climate Control Area,"Dragon Helmet, Wyvern Horn, Torn Dragon Wing, Brasso Claw",51167
309,Brasso,218,Earth,Operation Zone: Residential Area,"Dragon Helmet, Wyvern Horn, Torn Dragon Wing, Brasso Claw",50250
310,Brasso,216,Earth,Operation Zone: Power Control Area,"Dragon Helmet, Wyvern Horn, Torn Dragon Wing, Brasso Claw",49342
311,Brassozard,263,Earth,Operation Zone: Climate Control Area,"Red-Winged Dragon Bow, Wyvern Horn, Brassozard Claw, Damascus Ore, Brassozard",Unknown
312,Breeta (Easy),220,Dark,Day Sakura Garden,-,5580000
313,Breeta (Hard),260,Dark,Day Sakura Garden,-,13200000
314,Breeta (Normal),240,Dark,Day Sakura Garden,-,8860000
315,Breeta (Very Hard),280,Dark,Day Sakura Garden,-,20000000
316,Brekz,239,Earth,Pipeline Corridor,"Crusty Hard Skin, Rough Patagium, Mithril Ore, HP+800",0
317,Brekz,241,Earth,Pipeline Corridor,"Crusty Hard Skin, Rough Patagium, Mithril Ore, HP+800",0
318,Breppa,223,Water,Algid Passage,"Teardrop, Crystallized Tail, Crystallized Foot, Mithril Ore",27331
319,Breppa,226,Water,Algid Passage,"Teardrop, Crystallized Tail, Crystallized Foot, Mithril Ore",28064
